Business_ID,Name,Address,Coordinates,Number_of_Reviews,Rating,Zip_Code,Cuisine
lxQ-tzFmL1tmUqZUN-CSRQ,Bozu,296 Grand St,{40.7129:-73.95749},809,4.0,11211,japanese
EVZeqLPpfXrygmgamjD5_w,Takeshi Sushi,28 Grand St,{40.72294:-74.00464},63,4.5,10013,japanese
Uoic12Je-GLfRp3D3Klp5g,Umi No Ie,86 E 3rd St,{40.724637:-73.988227},152,4.0,10003,japanese
kwq1W0opBnOYKoUXWYyQ5g,Momokawa,1466 1st Ave,{40.77047:-73.9537},131,4.0,10075,japanese
-J8VuX3wGrYSOBu2G0hMsw,Katsu-Hama,11 E 47th St,{40.75638:-73.97759},1230,4.0,10017,japanese
VzstANC68PM1BbyOcDXEtw,Donburiya,253 W 55th St,{40.76528:-73.98326},309,4.0,10019,japanese
PwrYnl3j3YCGzILX_5UHpw,Davelle,102 Suffolk St,{40.71852:-73.98605},97,4.0,10002,japanese
eyjeP9CJZ_gYgeJFP_vtpQ,Karasu,166 Dekalb Ave,{40.689411:-73.973256},90,4.0,11217,japanese
8NVN6Nldm7AGoGaABBZMRw,Izakaya NoMad,13 W 26th St,{40.74409:-73.98945},652,4.0,10010,japanese
7rxg-tWPc1jK7Cikn5R86g,Hi-Collar,214 E 10th St,{40.7293077268171:-73.9859368048935},551,4.0,10003,japanese
L9SuMN3UsGipopWOe3pr9w,Chiko,954 Manhattan Ave,{40.7319:-73.95422},34,5.0,11222,japanese
nvB-YDKXO6Awab7LnBr51A,Ginkaku Japanese Bistro,787 NJ-34 Hwy,{40.41486:-74.24413},19,4.5,07747,japanese
itblJyiTY2h2ACidLk66oA,Takahachi,85 Ave A,{40.725315:-73.984436},543,4.0,10009,japanese
kesYSgOJW5krU6L8n9qQ4Q,Ichibantei,401 E 13th St,{40.73063:-73.98275},199,4.0,10009,japanese
flHcoaHEWxACgc-Vk9MsOQ,Jukai,237 E 53rd St,{40.7572093705873:-73.9678837692742},154,4.0,10022,japanese
diz6_4TVSP6EdWEZCZ0Acg,Kaoru,306 E 46th St,{40.75202:-73.96977},301,4.5,10017,japanese
5agbggvhHI_juAZRfCqtZw,Iki Modern Japanese Cuisine,133-42 39th Ave,{40.7593752743543:-73.8328623173734},241,4.0,11354,japanese
_FhKGcCbiYgtkXcCiwTAiA,Aburiya Kinnosuke,213 E 45th St,{40.752583:-73.972274},719,4.0,10017,japanese
Pe4cQ65ZJ9qS8JQZVkJz4g,shabushabu Mayumon,115 Division St,{40.71434:-73.99205},8,5.0,10002,japanese
Nbqzy3ea5_x2zXWkdWlUIQ,Sake Bar Hagi 46,358 W 46th St,{40.76057:-73.99008},256,4.0,10036,japanese
nEkVibaTuIFEcTNtltFgJg,Kura,130 St Marks Pl,{40.726709:-73.9835794},457,4.5,10009,japanese
ocnHpILS80DHL--34L8xpw,Sushi Noz,181 E 78th St,{40.77385:-73.95813},85,4.5,10075,japanese
wjIyCBEpCG_HRp8veiI0YQ,Ootoya Times Square,141 W 41st St,{40.75487:-73.98599},874,4.0,10036,japanese
pGYovGGnxm0tMmkiQJPygA,Ume Williamsburg,237 Kent Ave,{40.71657:-73.96559},129,4.0,11249,japanese
BOz0qTUMtAfljd3Vn1rerQ,Pado,199 2nd Ave,{40.7314:-73.98589},220,4.5,10003,japanese
_jX0YO1PykUrRKCLo0WxIw,omakase room by maaser,321 Bleecker St,{40.73316:-74.004},40,4.5,10014,japanese
JDrfVWUn7teXAkmgurtQZg,Toribei,276 5th Ave,{40.6745180177706:-73.9820596277137},30,4.5,11215,japanese
1TEsPWu212B918MtgiSu3g,Jintan,10th St & 1st Ave,{40.7288289984002:-73.9841578558473},47,4.0,10009,japanese
qNyUkJJjg1Tu6XmhAUU1sA,Okuda,458 W 17th St,{40.7437929363044:-74.0063984206981},28,5.0,10011,japanese
icZcEK39HXuL2q08i4EkkQ,Bessou,5 Bleecker St,{40.725502:-73.992675},221,4.0,10012,japanese
Ad3dUoLatOdNtB4LxfmmWg,Yakitori Taisho,5 St Marks Pl,{40.729535:-73.9892642},1562,3.5,10003,japanese
Yv2W9NMGgLiFHjatC-oHag,mochiron,34-18 30th Ave,{40.7653:-73.91856},53,4.0,11103,japanese
BlzlywklvYdek5uk_NCX9g,Suzume,545 Lorimer St,{40.7131652:-73.9494479},281,4.0,11211,japanese
HC18oDJ2svQoXIddP-wuyw,Wasan Brooklyn,440 Bergen St,{40.6812605:-73.9768418},186,4.0,11217,japanese
M9ocxj9j91I1Av32UKSeYA,Yakiniku Tohbay,253 West 55th St,{40.76528:-73.98326},2,5.0,10019,japanese
K54qUgd274Fj_LvHCjeSFw,Okinii,216 Thompson St,{40.72894:-73.99911},290,4.0,10012,japanese
d8qCvlsG3jwxQPZc_OGogQ,Hibino,333 Henry St,{40.69017:-73.99637},392,4.0,11201,japanese
wcwftlB-61XG4ymGTR61aw,SakaMai,157 Ludlow St,{40.7209536656701:-73.9881407239426},627,4.0,10002,japanese
nrxSzq-VxLqD7aFkE4SH3Q,Cocoron,37 Kenmare St,{40.7207236:-73.9953191},617,4.0,10012,japanese
2ZVnk4slnk8QpFwVLfYfYw,Sakagura East Village,231 E 9th St,{40.72956:-73.98785},23,4.0,10003,japanese
Qli775QfVY4oFPNu7Cy5Tw,Sun-Chan Japanese Restaurant,2707 Broadway,{40.7995:-73.9686399},210,3.5,10025,japanese
i8ejDDR4COtukAAA1Ls5fw,Soba-ya,229 E 9th St,{40.7296485900879:-73.9878845214844},1440,4.0,10003,japanese
AnrLdpW6G-tXQ7xhBYiA5g,Azasu,49 Clinton St,{40.719758:-73.985011},117,4.0,10002,japanese
HZWHBfeuP4Fb6y8b8uqnbA,Sushi Yasaka,251 W 72nd St,{40.779583:-73.983482},1697,4.0,10023,japanese
1m1iOc8EplJ4tiCez7hf2Q,750 Myrtle Diner,750 Myrtle Ave,{40.69486:-73.95278},108,4.5,11205,japanese
DggqVM54aBZG4XMmUCY2Og,Rabbit House,41 Essex St,{40.71626:-73.98955},5,5.0,10002,japanese
HO8vjBAFY3GU1erXMZ_UbQ,CHOCHIN,310 E 93rd St,{40.781805:-73.947887},84,4.5,10128,japanese
4TQMO6AaKSXHMbKvGAf-gg,LLama-San,359 6th Ave,{40.73225:-74.00078},13,4.0,10014,japanese
e8EW89rpbE1G2Ev41yypTg,Yakitori TORA,72 Kenmare St,{40.72095:-73.9963},120,4.0,10012,japanese
9xRIcn0jTyvWNH9aBO3oAA,Kenka,25 St Marks Pl,{40.72913:-73.988465},1514,3.5,10003,japanese
sNeefaiRztDQ10B4QzUi3g,Shuraku,47 8th Ave,{40.7385446555585:-74.0040071109515},71,4.5,10014,japanese
6FZf17rNThWKoF4EU18wnw,Yakiniku Futago,37 W 17th St,{40.738851870947:-73.9941236398979},314,4.5,10011,japanese
P_UREWCQxEYVbBa-KW_Wew,EN Japanese Brasserie,435 Hudson St,{40.7306:-74.00698},1226,4.0,10014,japanese
4Jp0wdJXLpmgCwWv6o6YEQ,Torishin,362 W 53rd St,{40.76496:-73.98721},277,4.0,10019,japanese
zuD-iB7hV_dnf_JzBk_DCQ,Juku,32 Mulberry St,{40.71461:-73.999528},114,4.0,10013,japanese
aTzxrI2o3vH_HQkqeFszzg,Juban,207 10th Ave,{40.74731:-74.00467},174,4.0,10011,japanese
LjAt-SP7BwIpp56TZHVsWA,Uotora,1075 Bergen St,{40.676369:-73.950486},79,4.5,11216,japanese
YMh3vH--fzLqiOAyL_3T5w,Koyo,37-12 31st Ave,{40.7616429510725:-73.9183799922466},306,4.5,11103,japanese
lY_gb_hNbit6GHBiOn3VeQ,Nami Nori,33 Carmine St,{40.730284:-74.003212},4,5.0,10014,japanese
tyyqm0ftkoKQxednWNh0Tg,UOGASHI,318 West 51st St,{40.76326:-73.98671},46,4.5,10019,japanese
FXimZKjpMjbDR20M2ruhvg,Sapps,27-26 Jackson Ave,{40.74762:-73.94008},142,4.0,11101,japanese
FdCQmAHzhbHuaP5lcsYs6w,Gohan-ya,14A Orchard St,{40.7150115072727:-73.9917685836554},45,4.0,10002,japanese
mm8gYHxaLLRyv3CslY40TA,Suzuki Shokudo,38-01 31st St,{40.75353:-73.93184},111,4.5,11101,japanese
aY8JCml1xlOg5a1BHn2DNQ,Tsukushi,357 E 50th St,{40.75414:-73.96648},88,4.0,10017,japanese
QR1YIRzFjd2bi5iBzT9zXg,Blue Ribbon Sushi,119 Sullivan St,{40.72612:-74.0025299},1079,4.0,10012,japanese
Ms1p17KsYteDlkvHnllC2g,Soba Totto,211 E 43rd St,{40.75122:-73.97317},876,4.0,10017,japanese
J9UA6rzI5WW_cDGjwDnF5g,Tsurutontan Udon Noodle Brasserie,21 E 16th St,{40.73678:-73.9910699},1703,4.0,10003,japanese
0Lnp_fi3gI2bfJ8RcMDfjg,Gen,659 Washington Ave,{40.677639:-73.963485},268,4.0,11238,japanese
vR9-Z5DTr3qQkMRce8Px6A,Soho Ramen,227 Sullivan St,{40.729655:-73.999555},1,5.0,10012,japanese
R9jTfyPlnfk23gy8VCCVAg,Shabushabu Macoron,61 Delancey,{40.71909:-73.99086},61,4.5,10002,japanese
T2fE7hGS83Ba-QNCOqbK4A,Ako,205 Bedford Ave,{40.7169049:-73.9585858},325,4.0,11211,japanese
xFp3xSQ43J-i7nmJfNBsZA,Norikoh,10 E 39th St,{40.75116:-73.98153},520,4.0,10016,japanese
DNSFvZtdsqkaidmFSpm-Jw,SOBA AZUMA,251 W 55th St,{40.76526:-73.9832},244,4.0,10019,japanese
i9W3EVA6FjB6lWWSEmhndA,Sake Bar Decibel,240 E 9th St,{40.729299:-73.9878008},955,4.0,10003,japanese
VaL9GaBR_GR-q9d1VzJF3g,Suteishi,24 Peck Slip,{40.70788:-74.00194},471,4.0,10038,japanese
MM5P9cKlzovYLcf5qf2SwQ,1 or 8,66 S 2nd St,{40.714257:-73.965457},392,4.0,11249,japanese
zJcxZQbTSAP3q4Fy-6WAyw,Shalom Japan,310 S 4th St,{40.7091679:-73.9558028},264,4.0,11211,japanese
_Rht6oJmkku0kJob-fMzNw,Sankaku Bar,428 Greenwich St,{40.72241:-74.00986},1,5.0,10013,japanese
pDXpe-kGZia6An9PsbjAGg,Toriko NY,76 Carmine St,{40.72943:-74.00466},60,4.0,10014,japanese
Zjj9gxL2VJg2drQZ_CouZQ,Dons Bogam Green,3 W 36th St,{40.75005:-73.98416},8,4.5,10018,japanese
KrJ6m_TkxBAPPSNH-G7rvQ,U-gu,541 Myrtle Ave,{40.69393:-73.96284},122,4.5,11205,japanese
HJIw5_NDZXLuORi1NGDBOA,Unagi,60 Kenmare St,{40.72084:-73.99601},43,4.0,10012,japanese
1en3taVtoDPgtEDWHrFeog,Beron Beron,164 1st Ave,{40.7287866:-73.9841504},101,4.0,10009,japanese
bokNBgAa9rmMMO8dkZVR1w,Rice & Miso,134 Nevins St,{40.6845436245203:-73.9837776124477},59,4.5,11217,japanese
IjRxYyr41Yl1fGhIrss1vg,Kokage,125 E 39th St,{40.7498614:-73.9777215},87,4.0,10016,japanese
K1h1-dbZLgfC4vZSeJfDMw,Akariba,77 N 6th St,{40.7189722:-73.9608301},36,4.0,11249,japanese
ev6e12vhY_0y4qE1cRhv0A,Udon West Midtown,150 E 46th St,{40.7535446865563:-73.9735724478504},988,4.0,10017,japanese
MmXZLVwWcYugi_TXSHmjeQ,Sushi by Bou Times Square,132 W 47th St,{40.75851:-73.98322},489,4.5,10036,japanese
AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin,335 Flatbush Ave,{40.677786:-73.972591},235,4.5,11217,japanese
kIzVGUWS2b5H_b-G0Q0-0g,Katana Kitten,531 Hudson St,{40.73425:-74.00639},53,4.5,10014,japanese
f48yzy50jQDH7X5xFAluOw,Tsukimi,228 East 10th St,{40.72908:-73.98541},5,5.0,10003,japanese
EXsorzjQ3y3Oh5-m82lgtg,Bushniwa,250 Varet St,{40.70397:-73.93344},83,4.5,11206,japanese
D6ZEcG1FCZ18nekMWrhgMg,Wokuni,327 Lexington Ave,{40.7492189:-73.9773529},185,4.0,10016,japanese
OFfZUS-nu6NDnsWe1B2bUQ,TONCHIN NEW YORK,13 W 36th St,{40.7502727:-73.9844951},924,4.5,10018,japanese
7_RQG7fNEBuiQyXpTe7mCw,Fishing Restaurant Zauo,152 W 24th St,{40.7444:-73.99455},203,4.0,10011,japanese
AAPJkyU0Y7Aci0RZBdJONg,Shokunin BBQ,952 60th St,{40.6332876204455:-74.0062164404754},159,3.0,11219,japanese
OINi1A9bSUUN5vi7xgi3ZQ,Uchu,217 Eldridge St,{40.72172:-73.99026},73,4.5,10002,japanese
lUb0soiyYDUph_u13SpKTA,Hinoki Restaurant & Bar,71-37 Austin St,{40.719715:-73.843301},81,3.5,11375,japanese
SxKvgnkMMZdhBJcxxKQnww,Nobu Fifty Seven,40 W 57th St,{40.7636210840864:-73.9765048613641},1150,4.0,10019,japanese
56PeolgNURAG4x6q7nanmw,Odo,17 W 20th St,{40.74032:-73.99223},15,4.0,10011,japanese
yoGoH-1kDWMrQBI95ITo4A,Method,746 10th Ave,{40.7650523:-73.9912028},118,4.0,10019,japanese
u5V6wQQv3e4BmbyzUDYLNQ,Takesushi,43-46 42nd St,{40.7441219:-73.9224056},351,4.0,11104,japanese
pil3w2-2REoXBwEToYZ_tQ,Bar Moga,128 W Houston St,{40.72787:-74.00107},153,4.0,10012,japanese
t1w4qyqyfEdTPhoy-5t3FA,Morimoto,88 10th Ave,{40.74332:-74.00713},2991,4.0,10011,japanese
c6R_hvUwsqXX2MUXWtO94Q,Nakamura,172 Delancey St,{40.717975:-73.985115},350,4.0,10002,japanese
rTgMYKjlJ5I4ii7X0h4mMw,Zest,176 Smith St,{40.685711:-73.991329},32,5.0,11201,japanese
LKNhVc1VIt87NQL2wn9rnw,Suki,86 E 7th St,{40.72702:-73.98608},83,4.5,10003,japanese
RTgoS3PWtiHCB3uJI8lArw,Koji Izakaya,140 Lawrence St,{40.69195:-73.98641},55,4.0,11201,japanese
cL8TLMCbs2B-vgy3SFtPGg,Geido,331 Flatbush Ave,{40.67792:-73.97266},316,4.0,11217,japanese
gZqwq8kE-Z3-DdZGOEjOkQ,Village Yokocho,8 Stuyvesant St,{40.7298:-73.9891899},749,3.5,10003,japanese
CYfO97BoPiqz3KRbJ8jbeg,Katsuno,103-01 Metropolitan Ave,{40.7104116655092:-73.8499203163873},171,4.0,11375,japanese
enDIsmxSG2bQccQWgGNcbg,Takumen,5-50 50th Ave,{40.74259:-73.9546699},178,4.0,11101,japanese
FKLNX5j_byvdkliG0-ygCA,Niche,172 Delancey St,{40.71786:-73.98518},73,4.0,10002,japanese
YoR6ouUwehLFnBQ7RAjPlw,Zawa Japanese,354 E 66th St,{40.76397:-73.9592},90,4.5,10065,japanese
TeBthQZ2xpxyvXheS08ovw,Blue Ribbon Sushi Izakaya,187 Orchard St,{40.7220839812692:-73.9882245327093},493,4.0,10002,japanese
l_RAv09V67j-Hm9dyZxWhw,Tomi Jazz,239 E 53rd St,{40.75725:-73.96774},414,4.0,10022,japanese
pqqhHTz_ZpApsaWGa_zMTA,Douzo,63 Delancey St,{40.7191369:-73.9908998},9,5.0,10002,japanese
itH4GH2Mw2D5n5kkQAtMog,Abiko Curry,2 W 32nd St,{40.7474259684723:-73.9862179359732},690,4.0,10001,japanese
479rycCXZojMT9S0cl8Oxg,Yakiniku Gen,250 E 52nd St,{40.75611:-73.96815},141,4.0,10022,japanese
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,308 W 58th St,{40.7674948014194:-73.9831978922043},737,4.0,10019,japanese
tT6teP3ZfCAfvdPdDoqG4A,Ki Sushi,122 Smith St,{40.68764:-73.9901},684,4.0,11201,japanese
2txI-FAVf7q0SHNPcnjm7Q,Longevousjoy,6610 Bay Pkwy,{40.61312:-73.98246},276,3.5,11204,japanese
5QgBCrAbXbM1ORiqZDrBPQ,Cha-An,230 E 9th St,{40.72947:-73.98813},1740,4.0,10003,japanese
4eAgPj7eKonKAtk64kgUfQ,Matsuri,39-56 61st St,{40.7458357:-73.9035436},107,4.5,11377,japanese
VxVcva5YiUrwq2j4eJCFAQ,Menya Jiro- Brooklyn,306 Gold St,{40.69505:-73.98357},108,4.0,11201,japanese
skhPdP1hEmyZzaJMpP_wIQ,ichiba kitchen,196 Smith St,{40.68506:-73.99173},27,4.0,11201,japanese
t7BIiUN0tFg33kySuuQ0aQ,Masa,10 Columbus Cir,{40.7686063643871:-73.9832784748688},319,4.0,10019,japanese
y_ylOQzCP-9D_4DcUIJ3jA,Shabu-Tatsu East Village,216 E 10th St,{40.72927:-73.98585},621,4.0,10003,japanese
IPhWpqIuAiEerKlLS82RpQ,noda,6 West 28th St,{40.74478:-73.9881},35,4.5,10001,japanese
raelHbSJ_gTo701c-KyXWg,Minca,536 E 5th St,{40.72412:-73.98288},1639,4.0,10009,japanese
W_ebg9LGWmhuzffKnguwoQ,Sake kawa,32-05 36th Ave,{40.7563:-73.92855},22,4.5,11106,japanese
bnaeQCoBiQ7a5IfyBkrGCg,MIFUNE New York,245 E 44th St,{40.75157:-73.97172},162,4.0,10017,japanese
B-lJd1eBLcLk1StNbgAe9w,Sushi Katsuei,210 7th Ave,{40.6707147:-73.9785903},406,4.0,11215,japanese
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen,462 Amsterdam Ave,{40.78534:-73.97695},841,4.0,10024,japanese
zGAQqDu0Ak2khVYs9WdQxw,Sushi Nakazawa,23 Commerce St,{40.7317465228689:-74.0045493828034},1324,4.5,10014,japanese
ieXKc6S3WlEiVkyxgaF9Ig,Tempura Matsui,222 E 39th St,{40.74819:-73.97467},119,4.5,10016,japanese
GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,25 Murray St,{40.71393:-74.00822},872,4.0,10007,japanese
SUHJfh7H2NiQx8c5OWoAyQ,Sushi Yashin,381 5th Ave,{40.6708328473989:-73.9847132950057},173,4.5,11215,japanese
ZlNDeVv6UJ1cGzcSoypVOA,MIMI,566 Amsterdam Ave,{40.788748:-73.974621},116,4.0,10024,japanese
L87p5eAKGjvkS2YZYjZcrg,Yamada Chikara NY,249 E 49th St,{40.75465:-73.96934},28,4.5,10017,japanese
JCWMlkBqLxbAAK9-FQXTmg,Kushi Asian Fusion,1934 86st,{40.6053:-73.99972},61,3.5,11214,japanese
xYDays-olVw50rdusxW5Rw,Wanpaku,621 Manhattan Ave,{40.72355:-73.95092},66,4.0,11222,japanese
sLxHi6kOAEV6iqr45jzb_Q,B Flat,277 Church St,{40.7185644131449:-74.0048434404755},355,4.0,10013,japanese
wSGZA3DOFSUvALZRKCM_Sw,Tanoshi Sushi Sake Bar,1372 York Ave,{40.767568:-73.952815},624,4.5,10021,japanese
8tcFpd0dcmfzbLgbTO4tdw,Sen Sakana,28 W 44th St,{40.75533:-73.9815},254,4.0,10036,japanese
9bAyxRD6RsGEUQw424ovQA,Nishida Sho-ten,302 E 49th St,{40.753969:-73.968722},721,4.0,10017,japanese
_IkMfWpOkQXRZtJAYJUJIw,Hama Japanese Cuisine,11 W 51st St,{40.7597846984863:-73.9776382446289},353,4.0,10019,japanese
h-nMOzi-_PEowyZk-q66BA,Satsuki,114 W 47th St,{40.758184:-73.983069},42,4.0,10036,japanese
Xb7a07fx__8KZaKIT0K8Aw,Kitakata Ramen Ban Nai,267 Amsterdam Ave,{40.778821:-73.981202},4,4.0,10023,japanese
22CRLIEfJWIO-8RjEiecAg,Akino,82-80 Broadway,{40.7411784:-73.8814239},514,4.5,11373,japanese
_FICyzFLQxR7N62I6qU94A,KanaHashi,981 Manhattan Ave,{40.73263:-73.95482},81,4.5,11222,japanese
HFn1sPqKSzvxaMk2n2ZtJw,Kotobuki Manhattan,56 3rd Ave,{40.731107:-73.98912},581,4.0,10003,japanese
5w8CYpHKq8oQth42wSpt-g,Ariyoshi,4113 Queens Blvd,{40.7438180001399:-73.9229787214569},279,3.5,11104,japanese
et9pAFtSvNOct9Qcmtcf7g,Mido Japanese,612 Amsterdam Ave,{40.7900491:-73.9734598},195,4.0,10024,japanese
LkT2-XYjuCSmObs8rOLdzA,Taro Sushi,244 Flatbush Ave,{40.6796449843722:-73.9743090899592},516,4.0,11217,japanese
SoBdWOxymmY5yKANn63UWw,Ozu,78 Clark St,{40.6974732130766:-73.9932652562857},247,4.0,11201,japanese
diCW3Pj1PTVRSyol_d7cZw,Chef's Table at Brooklyn Fare,431 W 37th St,{40.7561930774282:-73.9966090932068},497,4.5,10018,japanese
_2V0as8DZDwVxAi3ZJ0JkA,Raku - It's Japanese II,57 W 76th St,{40.779997:-73.976516},296,4.0,10023,japanese
xtxcAUvrD4dWHJd0cwvW1A,JeJu Noodle Bar,679 Greenwich St,{40.73304:-74.00734},449,4.5,10014,japanese
EBIjeMlkgU12CyCcUDj-kg,Shuko,47 E 12th St,{40.7334269431242:-73.9914635674129},273,4.0,10003,japanese
p4W_z-zh96LHEAtQ8LRSVQ,Shinagawa,157 E 33rd St,{40.74549:-73.97935},84,4.5,10016,japanese
kvpSqh3q7r3HK3Tw-wXGEQ,Ashbox,1154 Manhattan Ave,{40.738267:-73.955158},124,4.5,11222,japanese
7xpbioe88rnW7JjzLEQeRg,Samurai Papa,32 Varet St,{40.702892072912:-73.943588398397},256,4.5,11206,japanese
MWx4HB9p7pCzse9CInLuDw,Sushi Seki,1143 1st Ave,{40.761918:-73.960536},485,4.0,10065,japanese
15R8rx9SHKNVYBwgAuTyGA,Sushi Ginza Onodera,461 5th Ave,{40.7523399:-73.98151},167,4.5,10017,japanese
NRJq2BNcbjqAyxUB_bw7gw,Momoya,185 7th Ave,{40.7426255196333:-73.9966481924057},605,4.0,10011,japanese
MGRo61aHFUeRlWhSbTv2NA,Sushi By M,75 E 4th St,{40.72666:-73.99027},300,4.5,10003,japanese
1-7C5Kv8B8PiIbfL3_uHlw,Restaurant Riki,141 E 45th St,{40.7532844543457:-73.9738540649414},355,3.5,10017,japanese
_QxcsvPsYnOgPhiK6gzCfg,SHOJI at 69 Leonard St,69 Leonard St,{40.71772:-74.00538},46,4.0,10013,japanese
4qtJ_u-7-73ts5UPa6NBmA,Ni Japanese Delicacies,88 Essex St,{40.7185896:-73.9881543},45,4.5,10002,japanese
1_JEFOI19hAu3VoODcTUvw,Shinsen,44 Bowery,{40.71558:-73.9967},175,4.0,10013,japanese
0v2rI4CivY0nrQM3_W4VmA,Kondo,2913 Broadway,{40.7626545293336:-73.9265084112689},157,4.0,11106,japanese
8iSU_z2JkjjUEjm-Ur470w,Nippori,245 W 51st St,{40.7628542:-73.984939},798,4.0,10019,japanese
mdAt1D1XUG-HwTYmPSi9fA,Izakaya Mew Flushing,146-13 Northern Blvd,{40.76536:-73.82022},104,4.0,11354,japanese
3n6i8TwGEIL9KnCCHUyiqA,Sai,95-34 Queens Blvd,{40.73012:-73.8636},36,5.0,11374,japanese
vec8jeVbbSGzVlStl0Xp_Q,Chikarashi,227 Canal St,{40.71787:-73.99948},473,4.0,10013,japanese
0gPXct_l_82phIEoKdtWZw,RYUJIN,513 Grand St,{40.711178187852:-73.9506256676857},228,4.0,11211,japanese
7EaiwMVaNdQibSs0yYkE5Q,Sushi Yasuda,204 E 43rd St,{40.75113:-73.97347},2077,4.0,10017,japanese
vX0_qcuVXoeeH1_24I8lSA,Sushi Kaito,244 W 72nd St,{40.77916:-73.98367},161,4.5,10023,japanese
pTMnHb_W3sKqS8oCzjHdVA,SenYa,109 1st Ave,{40.7269015463545:-73.986101118587},238,4.0,10003,japanese
wcnfhQ7Q_us38Q1uEARagw,Sushi Jin,316 E 84th St,{40.776032:-73.951988},4,5.0,10028,japanese
WLl0nKeWBksVM5SkKKuLpg,TabeTomo,131 Avenue A,{40.72688:-73.98311},251,4.5,10009,japanese
hh0ae47ojPqq3USCRLmAjg,Tomoe Sushi,172 Thompson St,{40.7277:-74.0001599},913,4.0,10012,japanese
27ASh8-hTL5jp5d_WQGHxw,Ten Japanese Cuisine,440 7th Ave,{40.6634864807129:-73.984748840332},237,4.0,11215,japanese
vw8e7QV4XDc_xViMLARqwQ,RESOBOX,41-26 27th St,{40.7511464:-73.939074},140,3.5,11101,japanese
yono7ZJcU1KiqfC-xUMaIA,Japan Village,934 3rd Ave,{40.65597:-74.00641},202,3.0,11232,japanese
Z-KV06jQbPovawp9dJD3vA,Nishida Sho-ten NEXT,304 E 49th St,{40.75394:-73.96864},60,4.0,10017,japanese
ONQRhDuWv0e9R5xOiI7YAA,Gyu-Kaku Japanese BBQ,321 W 44th St,{40.75908:-73.98989},1172,4.0,10036,japanese
D3LtTiVtIPOcUT_bjxztRA,Teppan Bar & Grill,319 Warren St,{40.718919:-74.038909},532,4.0,07302,japanese
91tQ4ToReVVCA5MTJi9gfw,Iron Chef House,92 Clark St,{40.6972664717136:-73.9925980567932},391,4.0,11201,japanese
REIcoQFvGB7B6S0GmqHo1A,Hakubai,66 Park Ave,{40.74954:-73.97986},110,4.0,10016,japanese
j-a8HUcsBJXHV2IfF786jw,Kogane Ramen,76 Henry St,{40.698608:-73.992675},315,4.0,11201,japanese
mESab-FqL5QqSVsnX72asQ,Zen Ramen & Sushi,150 W 36th street,{40.75185:-73.98892},1354,4.5,10018,japanese
W2Dj_3C2ySoXgg1SaGVj6g,Nippon Cha,39-34 Bell Blvd,{40.76432:-73.77167},739,4.0,11361,japanese
0U9uW93o9DUnAP7r-76LVg,Haenyeo,239 5th Ave,{40.67519:-73.98116},88,4.0,11215,japanese
2pAophYMUh4-gVi-KJjOwA,Konbini NY,312 5th Ave,{40.74701:-73.98583},7,3.0,10001,japanese
alFl7eiu6Go-YxZAdp88Fw,Go! Go! Curry!,12 John St,{40.7098966:-74.0090997},358,4.0,10038,japanese
qVlDLz8Ri-ThAFJgYHuQ9A,Omusubi Gonbei,120 E 41st St,{40.7508187:-73.9769974},41,4.5,10017,japanese
nhez4xxvwwYIQEN2Vrj9mQ,YUJI Ramen,150 Ainslie St,{40.712527:-73.9487788},120,4.0,11211,japanese
TShvHWNHbCSxac7pehA6YQ,SushiNao,311 W 17th St,{40.74196:-74.00159},42,4.0,10011,japanese
kr_Wu5m0P-AEghraNqXeTA,Ikinari Steak East Village,90 E 10th St,{40.73088:-73.98968},747,4.0,10003,japanese
oTkzgr7hzOAdlP99Auj3GQ,Momosan Ramen & Sake,342 Lexington Ave,{40.74993:-73.97746},1542,4.0,10016,japanese
aE7hRzK1t80iFyi4Do77lw,Sushi Uesugi,934 3rd Ave,{40.6560432255486:-74.0064066279496},21,4.5,11232,japanese
cZAh6BzEeMI5fofWeDvuhw,Sake Bar Satsko,202 E 7th St,{40.72445:-73.9802799},158,4.0,10009,japanese
5eXrMPB5GUM-sapL8T-znQ,Sushi Inoue,381 Lenox Ave,{40.8104436:-73.943642},119,4.0,10027,japanese
yj4culC4vfNKWXdj5ZxJ4Q,Kosaka,220 W 13th St,{40.7381972955808:-74.0014449879527},152,4.5,10011,japanese
B_kcyXzmkJlFI9pSl7PHvw,Restaurant Ukiyo,239 E 5th St,{40.72699:-73.98922},62,4.5,10003,japanese
Q3yoQwOWy5Kf2n72Gl2LWA,Kitchen 16 & Yami,31570 Highway 16,{30.525686:-90.955659},3,3.5,70726,japanese
Dv28TvKBh_8i6W02uAaMKw,Samurai Papa BS,594 Lafayette Ave,{40.6897563:-73.951087},146,4.0,11216,japanese
44SY464xDHbvOcjDzRbKkQ,Ippudo NY,65 4th Ave,{40.73092:-73.99015},9851,4.0,10003,japanese
cLxp5gIPWIhmvpmdPo7BsA,969 NYC Coffee,37-61 80th St,{40.74779:-73.88553},238,4.5,11372,japanese
oB2cpcZNyjDklNqZN0n8hg,Sushi Ishikawa,419 E 74th St,{40.768783:-73.9538981},180,4.5,10021,japanese
